source	candidate	gene_or_target	compound	call	pass_count	failed_gates	reachable_modality	direct_or_foundation_or_response	cross_disease_state	ms_anchor	genetic_or_target_resolution	prior_not_blocked	safety_direction_clear	source_not_demoted	score	blocker_text	mechanism	modality	direction
wave81_perturbation_first	TIAL1	TIAL1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	TPX2	TPX2		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	TRIM46	TRIM46		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	TSC1	TSC1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	VMN1R142	VMN1R142		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	VMN2R87	VMN2R87		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	VMN2R98	VMN2R98		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	YTHDF2	YTHDF2		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ZCCHC6	ZCCHC6		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ZFP385A	ZFP385A		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ZFP598	ZFP598		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ZFP775	ZFP775		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ZSWIM7	ZSWIM7		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	5.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 	wave37:KO_ENHANCES_EFFEROCYTOSIS_NEGATIVE_REGULATOR		
wave81_perturbation_first	ARID5B	ARID5B		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	4.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave126_l1000_reversal	BRD-A26595446	NAN	BRD-A26595446	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	4.0	known_target;recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K10057859	NAN	BRD-K10057859	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	4.0	known_target;recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K51556300	NAN	BRD-K51556300	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	4.0	known_target;recurrent_reversal;selective_vs_generic_ifn;not_contradicted_by_similar;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K60230970	PSMB1	MG-132	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	4.0	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	Proteasome inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K71430621	HRH3	clobenpropit	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	4.0	recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;promotion_gate_open PARK_REVIEW non-obvious target requires prior-art and safety review NO_GO 	Histamine receptor antagonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K72615639	NAN	BRD-K72615639	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	4.0	known_target;recurrent_reversal;selective_vs_generic_ifn;not_contradicted_by_similar;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K81473043	HSP90AA1	tanespimycin	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	4.0	recurrent_reversal;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO high-risk cytotoxic/steroid/stress compound NO_GO 	HSP inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K98004941	NAN	BRD-K98004941	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	4.0	known_target;recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave81_perturbation_first	PRKCB	PRKCB		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	4.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave81_perturbation_first	PTPN6	PTPN6		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	4.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 			
wave81_perturbation_first	SIGLEC10	SIGLEC10		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	4.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE perturbation/model support exists but critical MS/genetics/modality/direction gates fail 			
wave81_perturbation_first	SOX4	SOX4		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	4.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave81_perturbation_first	ZFP36L1	ZFP36L1		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	4.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave83_modality_class	GSK3B_INHIBITION	GSK3B		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	3.9	Gsk3b_KO has real perturbation support but GSK3B is pleiotropic, prior-art crowded in neuroimmune disease, and locally lacks FDR-supported MS/cross-disease cell-state anchoring. NO_GO_GSK3B_REAL_PERTURBATION_PRIOR_ART_PLEIOTROPY reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional 	partial GSK3B inhibition to damp antigen-processing readouts	small molecule or genetic perturbation depending on route	partial GSK3B inhibition to damp antigen-processing readouts
wave83_modality_class	RFX5_MHCII_PARTIAL_SUPPRESSION	RFX5		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	3.9	RFX5 is a direct antigen-presentation transcriptional node, but the whole HLA-II axis is already closed for host-defense and nonselective antigen-presentation suppression risk. NO_GO_PERTURBATION_FIRST_PIVOT reachable_modality;cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional 	partially suppress RFX5/MHC-II transcriptional output	small molecule or genetic perturbation depending on route	partially suppress RFX5/MHC-II transcriptional output
wave83_modality_class	SPNS1_TARGETABILITY	SPNS1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	False	True	False	False	False	False	False	3.7	insufficient target-level convergence after strict gates NO_GO_TARGETABILITY_SHORTLIST_NODE reachable_modality;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_breadth; no_ms_anchor; reacha	SPNS1 targetability shortlist route	lysosomal_transporter_no_chemical_matter	target-specific modulation unresolved
wave83_modality_class	LIPA_LYSOSOMAL_SPHINGOLIPID	LIPA		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	3.5	foundation_model_support; cross_disease_genetic_breadth; ms_genetic_anchor; strict_ms_white_matter; real_perturbation_or_efferocytosis; directionality_safe_and_selective; prior_art_not_blocking NO_GO_LYSOSOMAL_MODEL_REOPENER ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	LIPA lysosomal or sphingolipid modulation	enzyme, small molecule, or gene therapy depending on target	restore lysosomal lipid handling without host-defense or storage-disease risk
wave83_modality_class	MFGE8_DEBRIS_OPSONIN	MFGE8		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	3.4	cross-autoimmune/MS/efferocytosis/safety gates fail PARK_BIOLOGIC_ROUTE_NOT_PROMOTED cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	MFGE8 bridging of apoptotic or myelin debris to phagocytes	secreted recombinant protein or engineered local biologic	augment debris clearance while avoiding bystander phagocytosis
wave81_perturbation_first	AXL	AXL		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	3.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 			
wave126_l1000_reversal	BRD-A56359832	ALOX5	zileuton	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	3.0	recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO_PRIOR generic/prior-art inflammatory target ALOX5 NO_GO 	Leukotriene inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K03736784	NAN	BRD-K03736784	NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	3.0	known_target;recurrent_reversal;selective_vs_generic_ifn;not_contradicted_by_similar;not_generic_prior_bucket;mechanism_class_relevant PARK_UNKNOWN unresolved target/MOA; cannot nominate without deconvolution PARK_UNKNOWN_ONLY 		small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K20168484	ALOX5AP	BRD-K20168484	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	3.0	recurrent_reversal;selective_vs_generic_ifn;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO_PRIOR generic/prior-art inflammatory target ALOX5AP NO_GO 	Lipoxygenase inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-K88378636	NAMPT	withaferin-a	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	3.0	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO high-risk cytotoxic/steroid/stress compound NO_GO 	IKK inhibitor	small molecule L1000 reversal	reverse disease-state signature
wave81_perturbation_first	CYBB	CYBB		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	3.0	NOX2 host-defense/CGD directionality risk NO_REOPEN_BLOCKED_BRANCH NOX2 host-defense/CGD directionality risk 			
wave81_perturbation_first	ETS1	ETS1		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	3.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave81_perturbation_first	JUN	JUN		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	3.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 			
wave81_perturbation_first	LAIR1	LAIR1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	3.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 			
wave81_perturbation_first	LILRB4	LILRB4		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	3.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 			
wave81_perturbation_first	NCF1	NCF1		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	False	True	False	False	False	False	False	False	3.0	NOX2 host-defense/CGD directionality risk NO_REOPEN_BLOCKED_BRANCH NOX2 host-defense/CGD directionality risk nan nan nan True  |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | weak_reachability;insufficient_cross_disease_breadth;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;manual_or_prior_blocker;no_high_confidence_directional_support |  | closed_nox_ros_branch |  |  |  |     NO_REOPEN_BLOCKED_BRANCH NOX2 host-defense/CGD directio			
wave81_perturbation_first	PTGS2	PTGS2		NO_MODALITY_FIRST_CANDIDATE	1	reachable_modality;direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;source_not_demoted	False	False	False	False	False	False	True	False	3.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support 			
wave81_perturbation_first	SOCS1	SOCS1		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	3.0	nan NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support nan nan nan False  |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | weak_reachability;no_strong_ms_anchor;no_positive_perturbation_or_response_direction;no_high_confidence_directional_support |  | insufficient_independent_convergence_after_guardrails |  |  |  |  nan   NO_REOPEN_INSUFFICIENT_CONVERGENCE candidate lacks direct perturbation or model support NO_GO_WAVE62_TARGET_RESOLUTION		candidate modality channel	
wave83_modality_class	LILRB1_INHIBITORY_RECEPTOR	LILRB1		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	2.8	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient PARK_LILRB_DIRECTIONALLY_UNRESOLVED cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	LILRB1 immune inhibitory-receptor modulation	antibody, agonist, antagonist, or ligand engineering depending on direction	unresolved: restore inhibitory signaling versus block myeloid suppression
wave83_modality_class	LILRB3_INHIBITORY_RECEPTOR	LILRB3		NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	2.8	some target-level signal exists but MS, specificity, model direction, or intervention route is insufficient PARK_LILRB_DIRECTIONALLY_UNRESOLVED cross_disease_cellstate;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_audit_not_promotional;no_perturbation_model_response_or_biochemistry;fewer_than_two_support_channels 	LILRB3 immune inhibitory-receptor modulation	antibody, agonist, antagonist, or ligand engineering depending on direction	unresolved: restore inhibitory signaling versus block myeloid suppression
wave126_l1000_reversal	BRD-A01346607	NR3C1	flumetasone	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	2.0	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO_PRIOR generic/prior-art inflammatory target NR3C1 NO_GO 	Glucocorticoid receptor agonist	small molecule L1000 reversal	reverse disease-state signature
wave126_l1000_reversal	BRD-A35108200	NR3C1	dexamethasone	NO_MODALITY_FIRST_CANDIDATE	1	direct_or_foundation_or_response;cross_disease_state;ms_anchor;genetic_or_target_resolution;prior_not_blocked;safety_direction_clear;source_not_demoted	True	False	False	False	False	False	False	False	2.0	recurrent_reversal;selective_vs_generic_ifn;not_toxic_or_steroid;not_generic_prior_bucket;mechanism_class_relevant;prior_triage_not_no_go;promotion_gate_open NO_GO_PRIOR generic/prior-art inflammatory target NR3C1 NO_GO 	Glucocorticoid receptor agonist	small molecule L1000 reversal	reverse disease-state signature
