gene	proxy_call	decision_reason	primary_blocker	genetics_ready_score	module_state_score	perturbation_score	modality_penalty	proper_coloc_or_mr_feasible_this_run	ot_n_diseases_score_ge_0_5	ot_diseases_score_ge_0_5	ot_n_diseases_score_ge_0_8	gwas_catalog_trait_count	gwas_catalog_min_p	gtex_n_relevant_tissues_with_significant_cis_eqtl	gtex_relevant_tissues_with_significant_cis_eqtl	broad_positive_disease_count	broad_negative_disease_count	broad_positive_diseases	ms_wm_delta_log2	ms_wm_p	ms_positive_nominal	strict_core_covariate_surviving_disease_count	non_ibd_retained_positive_disease_count	residual_gate_priority_score	geneformer_support_contexts	foundation_real_perturbation_alignment_call	foundation_rescue_recommendation	direct_perturbation_support_binary	perturbation_contradicted_or_do_not_promote	wave23_route_calls	wave23_restoration_call	wave23_restoration_reason	wave23_metabolite_calls	wave24_l1000_target_rows	coloc_mr_blocker	mechanism_note	overall_proxy_score
LTB4R2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		0	1		-1.4195138003016972	0.2202313858894921	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
NR1H3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		1	2	type 1 diabetes mellitus	0.9212173629129756	0.2094063049703438	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
NR1H4	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		1	2	type 1 diabetes mellitus			False	0	0	0.0	0			0	False	NO_GO				0			-1.0
PPARD	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		0	1		-0.3397741564339185	0.4029211146308484	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
PTGER4	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		2	3	Crohn disease;type 1 diabetes mellitus	0.272141637998347	0.3034072589589571	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
RXRB	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		0	1		-0.2056771775416539	0.3068789917420298	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
S1PR1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-1.0	0.0	0.0	False	0		0	0		0		0	1		-0.1773341765823053	0.8205649362071199	False	0	0	0.0	0			0	False	NO_GO				0			-1.0
GPNMB	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	0.0	-2.0	0.0	False	0		0	0		0		1	2	type 1 diabetes mellitus	1.4339584334150557	0.0049097425501504	True	0	0	0.0	0	no_rescue	do_not_promote	0	True	NO_GO				0			-2.0
RAB5A	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	0.0	-2.0	0.0	False	0		0	0		0		1	1	Crohn disease	0.0429617845465468	0.7455276758710038	False	0	0	0.0	0	no_rescue	do_not_promote	0	True					0			-2.0
SCARB2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	0.0	-2.0	0.0	False	0		0	0		0		0	1		0.5255705587006485	0.0048410941426789	True	0	0	0.0	0	no_rescue	do_not_promote	0	True					0			-2.0
TLR7	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	0.0	-2.0	0.0	False	0		0	0		0		0	0		0.0976006526587589	0.7550554241622167	False	0	0	0.0	0	no_rescue	do_not_promote	0	True					0			-2.0
TLR8	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	0.0	-2.0	0.0	False	0		0	0		0		0	0		-0.2456846572538094	0.3757296085797349	False	0	0	0.0	0	no_rescue	do_not_promote	0	True					0			-2.0
ABCG1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-2.0	0.0	0.0	False	0		0	0		0		0	3		0.8150581476256988	0.014073891674355	True	0	0	0.0	0			0	False	NO_GO				0			-2.0
C1QC	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-2.0	0.0	0.0	False	0		0	0		0		0	2		-0.5091140011096105	0.1227617549928257	False	0	0	0.0	0			0	False	NO_GO				0			-2.0
CYSLTR1	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-2.0	0.0	0.0	False	0		0	0		0		0	2		-0.7688337156466645	0.3867871599405776	False	0	0	0.0	0			0	False	NO_GO				0			-2.0
RXRA	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-2.0	0.0	0.0	False	0		0	0		0		0	2		0.3225900728107334	0.1378550861108835	False	0	0	0.0	0			0	False	NO_GO				0			-2.0
S1PR2	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates.	no_target_resolved_coloc_or_mr	0.0	-2.0	0.0	0.0	False	0		0	0		0		0	2		-0.1786743411631821	0.833677950213635	False	0	0	0.0	0			0	False	NO_GO				0			-2.0
UGCG	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	-1.0	-1.4	0.0	False	0		0	0		0		0	1		0.2624763741177869	0.4083782311239647	False	0	0	0.0	3	no_rescue	do_not_promote	0	True					0			-2.4
APOE	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	-1.0	-2.0	0.0	False	0		0	0		0		0	1		0.3729255468001433	0.120208663256457	False	0	0	0.0	0	no_rescue	do_not_promote	0	True	NO_GO				0			-3.0
LGALS3	NO_GO_CAUSAL_PROXY	Does not pass broad genetics, target-resolved causality, module-state, and perturbation gates. Perturbation/foundation evidence is contradicted or marked do-not-promote.	no_target_resolved_coloc_or_mr	0.0	-2.0	-1.6	0.0	False	0		0	0		0		0	2		0.77778251830029	0.0509037442942543	False	0	0	0.0	2	model_contradicted_by_gse162463_screen	do_not_promote	0	True					0			-3.6
